"Prologue_001_Wave1","TutorialMode","","Normal","Prologue_001","1","Environment_TutoBattle","Prologue_C024","1","Prologue_C591","1","Prologue_C024","1","","","","","","","","","","","",""
"AD_N_P5_001_005_Wave1","AdventureMode","","Normal","AD_N_P5_001_005","1","Environment_Adventure_Part5_NST1","CH17_F_C516_G1","74","","","","","CH17_M_C609_G1","74","CH17_M_C609_G1","74","","","","","","","",""
"AD_N_P5_001_005_Wave2","AdventureMode","","Normal","AD_N_P5_001_005","2","Environment_Adventure_Part5_NST1","CH17_F_C520_G1","74","","","","","CH17_M_C609_G1","74","","","","","CH17_B_C611_G1","74","","","",""
"AD_N_P5_001_006_Wave1","AdventureMode","","Normal","AD_N_P5_001_006","1","Environment_Adventure_Part5_NST1","CH17_F_C514_G1","74","","","","","CH17_M_C609_G1","74","","","","","CH17_B_C611_G1","74","","","",""
"AD_N_P5_001_006_Wave2","AdventureMode","","Normal","AD_N_P5_001_006","2","Environment_Adventure_Part5_NST1","CH17_F_C514_G1","74","CH17_F_C514_G1","74","","","CH17_M_C609_G1","74","CH17_M_C609_G1","74","","","","","","","",""
"AD_N_P5_001_007_Wave1","AdventureMode","","Normal","AD_N_P5_001_007","1","Environment_Adventure_Part5_NST1","CH17_F_C514_G1","75","","","","","CH17_M_C609_G1","75","","","","","CH17_B_C611_G1","75","","","",""
"AD_N_P5_001_007_Wave2","AdventureMode","","Normal","AD_N_P5_001_007","2","Environment_Adventure_Part5_NST1","CH17_F_C516_G1","75","CH17_F_C516_G1","75","","","CH17_M_C609_G1","75","","","","","CH17_B_C611_G1","75","","","",""
"AD_N_P5_001_008_Wave1","AdventureMode","","Normal","AD_N_P5_001_008","1","Environment_Adventure_Part5_NST1","CH17_F_C516_G1","75","CH17_F_C516_G1","75","","","CH17_M_C609_G1","75","","","","","","","","","",""
"AD_N_P5_001_008_Wave2","AdventureMode","","Normal","AD_N_P5_001_008","2","Environment_Adventure_Part5_NST1","CH17_F_C516_G1","75","","","","","CH17_M_C609_G1","75","CH17_M_C609_G1","75","","","CH17_B_C611_G1","75","","","",""
"AD_N_P5_001_009_Wave1","AdventureMode","","Normal","AD_N_P5_001_009","1","Environment_Adventure_Part5_NST1","CH17_F_C516_G1","75","CH17_F_C516_G1","75","","","CH17_M_C609_G1","75","","","","","","","","","",""
"AD_N_P5_001_009_Wave2","AdventureMode","","Normal","AD_N_P5_001_009","2","Environment_Adventure_Part5_NST1","CH17_F_C516_G1","75","CH17_F_C520_G1","75","","","CH17_M_C609_G1","75","CH17_M_C609_G1","75","","","","","","","",""
"AD_N_P5_001_010_Wave1","AdventureMode","","Normal","AD_N_P5_001_010","1","Environment_Adventure_Part5_NST1","CH17_F_C514_G1","75","CH17_F_C514_G1","75","CH17_F_C514_G1","75","CH17_M_C515_G1","75","","","","","","","","","",""
"AD_N_P5_001_010_Wave2","AdventureMode","","Normal","AD_N_P5_001_010","2","Environment_Adventure_Part5_NST1","CH17_F_C516_G1","75","CH17_F_C520_G1","75","CH17_F_C516_G1","75","CH17_M_C609_G1","75","","","","","CH17_B_C114_G2","75","CH17_B_C517_G1","75","",""
"AD_N_P5_001_011_Wave1","AdventureMode","","Normal","AD_N_P5_001_011","1","Environment_Adventure_Part5_NST1","CH17_F_C514_G1","76","CH17_F_C514_G1","76","","","CH17_M_C609_G1","76","","","","","CH17_B_C611_G1","76","","","",""
"AD_N_P5_001_011_Wave2","AdventureMode","","Normal","AD_N_P5_001_011","2","Environment_Adventure_Part5_NST1","CH17_F_C514_G1","76","CH17_F_C514_G1","76","","","CH17_M_C515_G1","76","","","","","CH17_B_C517_G1","76","","","",""
"AD_N_P5_001_012_Wave1","AdventureMode","","Normal","AD_N_P5_001_012","1","Environment_Adventure_Part5_NST1","CH17_F_C514_G1","76","CH17_F_C514_G1","76","","","CH17_M_C515_G1","76","","","","","CH17_B_C611_G1","76","","","",""
"AD_N_P5_001_012_Wave2","AdventureMode","","Normal","AD_N_P5_001_012","2","Environment_Adventure_Part5_NST1","CH17_F_C516_G1","76","CH17_F_C520_G1","76","","","","","","","","","CH17_B_C611_G1","76","CH17_B_C517_G1","76","",""
"AD_N_P5_001_013_Wave1","AdventureMode","","Normal","AD_N_P5_001_013","1","Environment_Adventure_Part5_NST1","CH17_F_C514_G1","76","CH17_F_C520_G1","76","CH17_F_C514_G1","76","CH17_M_C609_G1","76","","","","","CH17_B_C517_G1","76","","","",""
"AD_N_P5_001_013_Wave2","AdventureMode","","Normal","AD_N_P5_001_013","2","Environment_Adventure_Part5_NST1","CH17_F_C520_G1","76","CH17_F_C520_G1","76","","","CH17_M_C609_G1","76","CH17_M_C609_G1","76","","","CH17_B_C517_G1","76","","","",""
"AD_N_P5_001_014_Wave1","AdventureMode","","Normal","AD_N_P5_001_014","1","Environment_Adventure_Part5_NST1","CH17_F_C516_G1","77","CH17_F_C516_G1","77","","","CH17_M_C609_G1","77","CH17_M_C609_G1","77","","","CH17_B_C521_G1","77","","","",""
"AD_N_P5_001_014_Wave2","AdventureMode","","Normal","AD_N_P5_001_014","2","Environment_Adventure_Part5_NST1","CH17_F_C520_G1","77","CH17_F_C520_G1","77","","","CH17_M_C609_G1","77","","","","","CH17_B_C611_G1","77","CH17_B_C611_G1","77","",""
"AD_N_P5_001_015_Wave1","AdventureMode","","Normal","AD_N_P5_001_015","1","Environment_Adventure_Part5_NST1","CH17_F_C520_G1","77","CH17_F_C520_G1","77","","","CH17_M_C515_G1","77","","","","","CH17_B_C517_G1","77","CH17_B_C517_G1","77","",""
"AD_N_P5_001_015_Wave2","AdventureMode","","Normal","AD_N_P5_001_015","2","Environment_Adventure_Part5_NST1","CH17_F_C089_G3","77","","","","","CH17_M_C515_G1","77","CH17_M_C515_G1","77","","","CH17_B_C521_G1","77","CH17_B_C521_G1","77","",""
"AD_H_P5_001_001_Wave1","AdventureMode","","Normal","AD_H_P5_001_001","1","Environment_Adventure_Part5_HST1","CH17_F_C514_G1","78","CH17_F_C520_G1","78","CH17_F_C514_G1","78","CH17_M_C609_G1","78","","","","","CH17_B_C517_G1","78","","","",""
"AD_H_P5_001_001_Wave2","AdventureMode","","Normal","AD_H_P5_001_001","2","Environment_Adventure_Part5_HST1","CH17_F_C520_G1","78","CH17_F_C520_G1","78","","","CH17_M_C609_G1","78","CH17_M_C609_G1","78","","","CH17_B_C517_G1","78","","","",""
"AD_H_P5_001_002_Wave1","AdventureMode","","Normal","AD_H_P5_001_002","1","Environment_Adventure_Part5_HST1","CH17_F_C516_G1","79","CH17_F_C516_G1","79","","","CH17_M_C609_G1","79","CH17_M_C609_G1","79","","","CH17_B_C521_G1","79","","","",""
"AD_H_P5_001_002_Wave2","AdventureMode","","Normal","AD_H_P5_001_002","2","Environment_Adventure_Part5_HST1","CH17_F_C520_G1","79","CH17_F_C520_G1","79","","","CH17_M_C609_G1","79","","","","","CH17_B_C611_G1","79","CH17_B_C611_G1","79","",""
"AD_H_P5_001_003_Wave1","AdventureMode","","Normal","AD_H_P5_001_003","1","Environment_Adventure_Part5_HST1","CH17_F_C520_G1","80","CH17_F_C520_G1","80","","","CH17_M_C515_G1","80","","","","","CH17_B_C517_G1","80","CH17_B_C517_G1","80","",""
"AD_H_P5_001_003_Wave2","AdventureMode","","Normal","AD_H_P5_001_003","2","Environment_Adventure_Part5_HST1","CH17_F_C089_G3","80","","","","","CH17_M_C515_G1","80","CH17_M_C515_G1","80","","","CH17_B_C521_G1","80","CH17_B_C521_G1","80","",""
"AD_N_P5_002_001_Wave1","AdventureMode","","Normal","AD_N_P5_002_001","1","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","78","","","","","CH18_M_C609_G1","78","","","","","CH18_B_C611_G1","78","","","",""
"AD_N_P5_002_001_Wave2","AdventureMode","","Normal","AD_N_P5_002_001","2","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","78","CH18_F_C518_G1","78","","","CH18_M_C609_G1","78","","","","","","","","","",""
"AD_N_P5_002_002_Wave1","AdventureMode","","Normal","AD_N_P5_002_002","1","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","78","","","","","CH18_M_C609_G1","78","","","","","","","","","",""
"AD_N_P5_002_002_Wave2","AdventureMode","","Normal","AD_N_P5_002_002","2","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","78","","","","","CH18_M_C609_G1","78","CH18_M_C609_G1","78","","","","","","","",""
"AD_N_P5_002_003_Wave1","AdventureMode","","Normal","AD_N_P5_002_003","1","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","78","","","","","CH18_M_C609_G1","78","","","","","CH18_B_C611_G1","78","","","",""
"AD_N_P5_002_003_Wave2","AdventureMode","","Normal","AD_N_P5_002_003","2","Environment_Adventure_Part5_NST2","CH18_F_C516_G1","78","","","","","","","","","","","CH18_B_C611_G1","78","CH18_B_C611_G1","78","",""
"AD_N_P5_002_004_Wave1","AdventureMode","","Normal","AD_N_P5_002_004","1","Environment_Adventure_Part5_NST2","CH18_F_C516_G1","79","","","","","CH18_M_C609_G1","79","","","","","CH18_B_C611_G1","79","","","",""
"AD_N_P5_002_004_Wave2","AdventureMode","","Normal","AD_N_P5_002_004","2","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","79","CH18_F_C518_G1","79","CH18_F_C518_G1","79","","","","","","","","","","","",""
"AD_N_P5_002_005_Wave1","AdventureMode","","Normal","AD_N_P5_002_005","1","Environment_Adventure_Part5_NST2","CH18_F_C516_G1","79","","","","","CH18_M_C609_G1","79","CH18_M_C609_G1","79","","","","","","","",""
"AD_N_P5_002_005_Wave2","AdventureMode","","Normal","AD_N_P5_002_005","2","Environment_Adventure_Part5_NST2","CH18_F_C522_G1","79","","","","","CH18_M_C609_G1","79","","","","","CH18_B_C611_G1","79","","","",""
"AD_N_P5_002_006_Wave1","AdventureMode","","Normal","AD_N_P5_002_006","1","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","79","","","","","CH18_M_C609_G1","79","","","","","CH18_B_C611_G1","79","","","",""
"AD_N_P5_002_006_Wave2","AdventureMode","","Normal","AD_N_P5_002_006","2","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","79","CH18_F_C518_G1","79","","","CH18_M_C609_G1","79","CH18_M_C609_G1","79","","","","","","","",""
"AD_N_P5_002_007_Wave1","AdventureMode","","Normal","AD_N_P5_002_007","1","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","80","","","","","CH18_M_C609_G1","80","","","","","CH18_B_C611_G1","80","","","",""
"AD_N_P5_002_007_Wave2","AdventureMode","","Normal","AD_N_P5_002_007","2","Environment_Adventure_Part5_NST2","CH18_F_C516_G1","80","CH18_F_C516_G1","80","","","CH18_M_C609_G1","80","","","","","CH18_B_C611_G1","80","","","",""
"AD_N_P5_002_008_Wave1","AdventureMode","","Normal","AD_N_P5_002_008","1","Environment_Adventure_Part5_NST2","CH18_F_C516_G1","80","CH18_F_C516_G1","80","","","CH18_M_C609_G1","80","","","","","","","","","",""
"AD_N_P5_002_008_Wave2","AdventureMode","","Normal","AD_N_P5_002_008","2","Environment_Adventure_Part5_NST2","CH18_F_C516_G1","80","","","","","CH18_M_C609_G1","80","CH18_M_C609_G1","80","","","CH18_B_C611_G1","80","","","",""
"AD_N_P5_002_009_Wave1","AdventureMode","","Normal","AD_N_P5_002_009","1","Environment_Adventure_Part5_NST2","CH18_F_C516_G1","80","CH18_F_C516_G1","80","","","CH18_M_C609_G1","80","","","","","","","","","",""
"AD_N_P5_002_009_Wave2","AdventureMode","","Normal","AD_N_P5_002_009","2","Environment_Adventure_Part5_NST2","CH18_F_C516_G1","80","CH18_F_C520_G1","80","","","CH18_M_C609_G1","80","CH18_M_C609_G1","80","","","","","","","",""
"AD_N_P5_002_010_Wave1","AdventureMode","","Normal","AD_N_P5_002_010","1","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","80","CH18_F_C518_G1","80","CH18_F_C518_G1","80","CH18_M_C515_G1","80","","","","","","","","","",""
"AD_N_P5_002_010_Wave2","AdventureMode","","Normal","AD_N_P5_002_010","2","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","80","CH18_F_C522_G1","80","CH18_F_C518_G1","80","CH18_M_C515_G1","80","","","","","CH18_B_C077_G2","80","CH18_B_C611_G1","80","",""
"AD_N_P5_002_011_Wave1","AdventureMode","","Normal","AD_N_P5_002_011","1","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","81","CH18_F_C518_G1","81","","","CH18_M_C609_G1","81","","","","","CH18_B_C611_G1","81","","","",""
"AD_N_P5_002_011_Wave2","AdventureMode","","Normal","AD_N_P5_002_011","2","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","81","CH18_F_C518_G1","81","","","CH18_M_C515_G1","81","","","","","CH18_B_C517_G1","81","","","",""
"AD_N_P5_002_012_Wave1","AdventureMode","","Normal","AD_N_P5_002_012","1","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","81","CH18_F_C518_G1","81","","","CH18_M_C515_G1","81","","","","","CH18_B_C611_G1","81","","","",""
"AD_N_P5_002_012_Wave2","AdventureMode","","Normal","AD_N_P5_002_012","2","Environment_Adventure_Part5_NST2","CH18_F_C516_G1","81","CH18_F_C520_G1","81","","","","","","","","","CH18_B_C611_G1","81","CH18_B_C517_G1","81","",""
"AD_N_P5_002_013_Wave1","AdventureMode","","Normal","AD_N_P5_002_013","1","Environment_Adventure_Part5_NST2","CH18_F_C518_G1","81","CH18_F_C522_G1","81","CH18_F_C518_G1","81","CH18_M_C609_G1","81","","","","","CH18_B_C517_G1","81","","","",""
"AD_N_P5_002_013_Wave2","AdventureMode","","Normal","AD_N_P5_002_013","2","Environment_Adventure_Part5_NST2","CH18_F_C522_G1","81","CH18_F_C522_G1","81","","","CH18_M_C609_G1","81","CH18_M_C609_G1","81","","","CH18_B_C517_G1","81","","","",""
"AD_N_P5_002_014_Wave1","AdventureMode","","Normal","AD_N_P5_002_014","1","Environment_Adventure_Part5_NST2","CH18_F_C516_G1","82","CH18_F_C516_G1","82","","","CH18_M_C609_G1","82","CH18_M_C609_G1","82","","","CH18_B_C521_G1","82","","","",""
"AD_N_P5_002_014_Wave2","AdventureMode","","Normal","AD_N_P5_002_014","2","Environment_Adventure_Part5_NST2","CH18_F_C520_G1","82","CH18_F_C520_G1","82","","","CH18_M_C609_G1","82","","","","","CH18_B_C611_G1","82","CH18_B_C611_G1","82","",""
"AD_N_P5_002_015_Wave1","AdventureMode","","Normal","AD_N_P5_002_015","1","Environment_Adventure_Part5_NST2","CH18_F_C522_G1","82","CH18_F_C522_G1","82","","","CH18_M_C515_G1","82","","","","","CH18_B_C517_G1","82","CH18_B_C517_G1","82","",""
"AD_N_P5_002_015_Wave2","AdventureMode","","Normal","AD_N_P5_002_015","2","Environment_Adventure_Part5_NST2","CH18_F_C037_G3","82","CH18_F_C522_G1","82","","","CH18_M_C609_G1","82","CH18_M_C609_G1","82","","","CH18_B_C521_G1","82","CH18_B_C521_G1","82","",""
"AD_H_P5_002_001_Wave1","AdventureMode","","Normal","AD_H_P5_002_001","1","Environment_Adventure_Part5_HST2","CH18_F_C518_G1","83","CH18_F_C522_G1","83","CH18_F_C518_G1","83","CH18_M_C609_G1","83","","","","","CH18_B_C517_G1","83","","","",""
"AD_H_P5_002_001_Wave2","AdventureMode","","Normal","AD_H_P5_002_001","2","Environment_Adventure_Part5_HST2","CH18_F_C522_G1","83","CH18_F_C522_G1","83","","","CH18_M_C609_G1","83","CH18_M_C609_G1","83","","","CH18_B_C517_G1","83","","","",""
"AD_H_P5_002_002_Wave1","AdventureMode","","Normal","AD_H_P5_002_002","1","Environment_Adventure_Part5_HST2","CH18_F_C516_G1","84","CH18_F_C516_G1","84","","","CH18_M_C609_G1","84","CH18_M_C609_G1","84","","","CH18_B_C521_G1","84","","","",""
"AD_H_P5_002_002_Wave2","AdventureMode","","Normal","AD_H_P5_002_002","2","Environment_Adventure_Part5_HST2","CH18_F_C520_G1","84","CH18_F_C520_G1","84","","","CH18_M_C609_G1","84","","","","","CH18_B_C611_G1","84","CH18_B_C611_G1","84","",""
"AD_H_P5_002_003_Wave1","AdventureMode","","Normal","AD_H_P5_002_003","1","Environment_Adventure_Part5_HST2","CH18_F_C522_G1","85","CH18_F_C522_G1","85","","","CH18_M_C515_G1","85","","","","","CH18_B_C517_G1","85","CH18_B_C517_G1","85","",""
"AD_H_P5_002_003_Wave2","AdventureMode","","Normal","AD_H_P5_002_003","2","Environment_Adventure_Part5_HST2","CH18_F_C037_G3","85","","","","","CH18_M_C609_G1","85","CH18_M_C609_G1","85","","","CH18_B_C521_G1","85","CH18_B_C521_G1","85","",""
"AD_N_P5_003_001_Wave1","AdventureMode","","Normal","AD_N_P5_003_001","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_001_Wave2","AdventureMode","","Normal","AD_N_P5_003_001","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_002_Wave1","AdventureMode","","Normal","AD_N_P5_003_002","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_002_Wave2","AdventureMode","","Normal","AD_N_P5_003_002","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_003_Wave1","AdventureMode","","Normal","AD_N_P5_003_003","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_003_Wave2","AdventureMode","","Normal","AD_N_P5_003_003","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_004_Wave1","AdventureMode","","Normal","AD_N_P5_003_004","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_004_Wave2","AdventureMode","","Normal","AD_N_P5_003_004","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_005_Wave1","AdventureMode","","Normal","AD_N_P5_003_005","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_005_Wave2","AdventureMode","","Normal","AD_N_P5_003_005","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_006_Wave1","AdventureMode","","Normal","AD_N_P5_003_006","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_006_Wave2","AdventureMode","","Normal","AD_N_P5_003_006","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_007_Wave1","AdventureMode","","Normal","AD_N_P5_003_007","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_007_Wave2","AdventureMode","","Normal","AD_N_P5_003_007","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_008_Wave1","AdventureMode","","Normal","AD_N_P5_003_008","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_008_Wave2","AdventureMode","","Normal","AD_N_P5_003_008","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_009_Wave1","AdventureMode","","Normal","AD_N_P5_003_009","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_009_Wave2","AdventureMode","","Normal","AD_N_P5_003_009","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_010_Wave1","AdventureMode","","Normal","AD_N_P5_003_010","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_010_Wave2","AdventureMode","","Normal","AD_N_P5_003_010","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_011_Wave1","AdventureMode","","Normal","AD_N_P5_003_011","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_011_Wave2","AdventureMode","","Normal","AD_N_P5_003_011","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_012_Wave1","AdventureMode","","Normal","AD_N_P5_003_012","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_012_Wave2","AdventureMode","","Normal","AD_N_P5_003_012","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_013_Wave1","AdventureMode","","Normal","AD_N_P5_003_013","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_013_Wave2","AdventureMode","","Normal","AD_N_P5_003_013","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_014_Wave1","AdventureMode","","Normal","AD_N_P5_003_014","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_014_Wave2","AdventureMode","","Normal","AD_N_P5_003_014","2","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_015_Wave1","AdventureMode","","Normal","AD_N_P5_003_015","1","Environment_Adventure_Part5_NST3","F_N_C516_G1","1","F_N_C516_G1","1","","","","","","","","","","","","","",""
"AD_N_P5_003_015_Wave2","AdventureMode","","Normal","AD_N_P5_003_015","2","Environment_Adventure_Part5_NST3","F_B_C520_G1","1","","","","","","","","","","","","","","","",""
"AD_H_P5_003_001_Wave1","AdventureMode","","Normal","AD_H_P5_003_001","1","Environment_Adventure_Part5_HST3","F_E_C520_G1","1","F_E_C520_G1","1","","","","","","","","","","","","","",""
