id	pos	type	roleId	attAddTypeId	attAddNum	exId	addBuffId	star	exBuffId	exStar	icon	groupId	costItem	costNum	status
10400716	16	3	104007			10400712	92104007	1	91104007	1	88:talent_ico_72104007	1	417300;300022;300003	20;15000;150000	1
10400717	17	1	104007	101;301	178;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10400718	18	1	104007	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10400719	19	1	104007	201;101	81;178						88:talent_ico_720002	1	300022;300003	4000;40000	1
10400720	20	3	104007				93001	1			88:talent_ico_81104007	1	417200;300022;300003	20;9000;90000	1
10400721	21	1	104007	201;101	130;285						88:talent_ico_720003	1	300022;300003	6000;60000	1
10400722	22	1	104007	101;301	285;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10400723	23	1	104007	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10400724	24	2	104007	301;201;101;2502	3899;195;214;0.06						88:talent_ico_720003	1	417200;300022;300003	20;9000;90000	1
10400725	25	1	104007	101;301	285;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10400726	26	1	104007	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10400727	27	1	104007	201;101	130;285						88:talent_ico_720003	1	300022;300003	6000;60000	1
10400728	28	3	104007			10400720	93002	1	93001	1	88:talent_ico_82104007	1	417300;300022;300003	20;15000;150000	1
10500201	1	1	105002	301;201	739;43						88:talent_ico_730001	1	300022;300003	1200;12000	1
10500202	2	1	105002	201;101	43;119						88:talent_ico_730001	1	300022;300003	1500;15000	1
10500203	3	1	105002	101;301	119;739						88:talent_ico_730001	1	300022;300003	1500;15000	1
10500204	4	2	105002	301;201;101;703	1479;85;119;0.03						88:talent_ico_730001	1	417100;300022;300003	12;3000;30000	1
10500205	5	1	105002	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10500206	6	1	105002	201;101	71;199						88:talent_ico_730002	1	300022;300003	2400;24000	1
10500207	7	1	105002	101;301	199;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10500208	8	2	105002	301;201;101;703	2465;142;199;0.05						88:talent_ico_730002	1	417100;300022;300003	18;3600;36000	1
10500209	9	1	105002	201;101	71;199						88:talent_ico_730002	1	300022;300003	2400;24000	1
10500210	10	1	105002	101;301	199;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10500211	11	1	105002	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10500212	12	3	105002				91015	1			88:talent_ico_71105002	1	417200;300022;300003	12;5400;54000	1
10500213	13	1	105002	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10500214	14	1	105002	201;101	114;319						88:talent_ico_730003	1	300022;300003	3600;36000	1
10500215	15	1	105002	101;301	319;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10500216	16	3	105002			10500212	92015	1	91015	1	88:talent_ico_72105002	1	417300;300022;300003	12;9000;90000	1
10500217	17	1	105002	101;301	199;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10500218	18	1	105002	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10500219	19	1	105002	201;101	71;199						88:talent_ico_730002	1	300022;300003	2400;24000	1
10500220	20	3	105002				93001	1			88:talent_ico_81105002	1	417200;300022;300003	12;5400;54000	1
10500221	21	1	105002	201;101	114;319						88:talent_ico_730003	1	300022;300003	3600;36000	1
10500222	22	1	105002	101;301	319;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10500223	23	1	105002	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10500224	24	2	105002	301;201;101;703	2958;171;239;0.08						88:talent_ico_730003	1	417200;300022;300003	12;5400;54000	1
10500225	25	1	105002	101;301	319;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10500226	26	1	105002	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10500227	27	1	105002	201;101	114;319						88:talent_ico_730003	1	300022;300003	3600;36000	1
10500228	28	3	105002			10500220	93002	1	93001	1	88:talent_ico_82105002	1	417300;300022;300003	12;9000;90000	1
10500301	1	1	105003	101;201	90;52						88:talent_ico_710001	1	300022;300003	1600;16000	1
10500302	2	1	105003	201;301	52;1198						88:talent_ico_710001	1	300022;300003	2000;20000	1
10500303	3	1	105003	301;101	1198;90						88:talent_ico_710001	1	300022;300003	2000;20000	1
10500304	4	2	105003	101;201;301;903	180;105;1198;0.08						88:talent_ico_710001	1	417100;300022;300003	16;4000;40000	1
10500305	5	1	105003	101;201	150;87						88:talent_ico_710002	1	300022;300003	2400;24000	1
10500306	6	1	105003	201;301	87;1996						88:talent_ico_710002	1	300022;300003	3200;32000	1
10500307	7	1	105003	301;101	1996;150						88:talent_ico_710002	1	300022;300003	3200;32000	1
10500308	8	2	105003	101;201;301;1502	299;175;1996;-0.06						88:talent_ico_710002	1	417100;300022;300003	24;4800;48000	1
10500309	9	1	105003	201;301	87;1996						88:talent_ico_710002	1	300022;300003	3200;32000	1
10500310	10	1	105003	301;101	1996;150						88:talent_ico_710002	1	300022;300003	3200;32000	1
10500311	11	1	105003	101;201	150;87						88:talent_ico_710002	1	300022;300003	2400;24000	1
10500312	12	3	105003				91017	1			88:talent_ico_71105003	1	417200;300022;300003	16;7200;72000	1
10500313	13	1	105003	101;201	240;140						88:talent_ico_710003	1	300022;300003	4800;48000	1
10500314	14	1	105003	201;301	140;3194						88:talent_ico_710003	1	300022;300003	4800;48000	1
10500315	15	1	105003	301;101	3194;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10500316	16	3	105003			10500312	92017	1	91017	1	88:talent_ico_72105003	1	417300;300022;300003	16;12000;120000	1
10500317	17	1	105003	301;101	1996;150						88:talent_ico_710002	1	300022;300003	3200;32000	1
10500318	18	1	105003	101;201	150;87						88:talent_ico_710002	1	300022;300003	2400;24000	1
10500319	19	1	105003	201;301	87;1996						88:talent_ico_710002	1	300022;300003	3200;32000	1
10500320	20	3	105003				93001	1			88:talent_ico_81105003	1	417200;300022;300003	16;7200;72000	1
10500321	21	1	105003	201;301	140;3194						88:talent_ico_710003	1	300022;300003	4800;48000	1
10500322	22	1	105003	301;101	3194;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10500323	23	1	105003	101;201	240;140						88:talent_ico_710003	1	300022;300003	4800;48000	1
10500324	24	2	105003	101;201;301;2502	359;210;2395;0.04						88:talent_ico_710003	1	417200;300022;300003	16;7200;72000	1
10500325	25	1	105003	301;101	3194;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10500326	26	1	105003	101;201	240;140						88:talent_ico_710003	1	300022;300003	4800;48000	1
10500327	27	1	105003	201;301	140;3194						88:talent_ico_710003	1	300022;300003	4800;48000	1
10500328	28	3	105003			10500320	93002	1	93001	1	88:talent_ico_82105003	1	417300;300022;300003	16;12000;120000	1
10500801	1	1	105008	301;201	817;47						88:talent_ico_730001	1	300022;300003	2000;20000	1
10500802	2	1	105008	201;101	47;132						88:talent_ico_730001	1	300022;300003	2500;25000	1
10500803	3	1	105008	101;301	132;817						88:talent_ico_730001	1	300022;300003	2500;25000	1
10500804	4	2	105008	301;201;101;603	1635;94;132;0.02						88:talent_ico_730001	1	417100;300022;300003	20;5000;50000	1
10500805	5	1	105008	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10500806	6	1	105008	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10500807	7	1	105008	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10500808	8	2	105008	301;201;101;603	2725;157;220;0.03						88:talent_ico_730002	1	417100;300022;300003	30;6000;60000	1
10500809	9	1	105008	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10500810	10	1	105008	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10500811	11	1	105008	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10500812	12	3	105008				93105008;931050081	1;1			88:talent_ico_71105008	1	417200;300022;300003	20;9000;90000	1
10500813	13	1	105008	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10500814	14	1	105008	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10500815	15	1	105008	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10500816	16	3	105008			10500812	94105008;941050081	1;1	93105008;931050081	1;1	88:talent_ico_72105008	1	417300;300022;300003	20;15000;150000	1
10500817	17	1	105008	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10500818	18	1	105008	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10500819	19	1	105008	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10500820	20	3	105008				91105008	1			88:talent_ico_81105008	1	417200;300022;300003	20;9000;90000	1
10500821	21	1	105008	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10500822	22	1	105008	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10500823	23	1	105008	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10500824	24	2	105008	301;201;101;603	3270;189;264;0.03						88:talent_ico_730003	1	417200;300022;300003	20;9000;90000	1
10500825	25	1	105008	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10500826	26	1	105008	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10500827	27	1	105008	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10500828	28	3	105008			10500820	92105008	1	91105008	1	88:talent_ico_82105008	1	417300;300022;300003	20;15000;150000	1
10600101	1	1	106001	301;201	739;43						88:talent_ico_730001	1	300022;300003	1200;12000	1
10600102	2	1	106001	201;101	43;128						88:talent_ico_730001	1	300022;300003	1500;15000	1
10600103	3	1	106001	101;301	128;739						88:talent_ico_730001	1	300022;300003	1500;15000	1
10600104	4	2	106001	301;201;101;1501	1479;85;128;0.04						88:talent_ico_730001	1	417100;300022;300003	12;3000;30000	1
10600105	5	1	106001	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10600106	6	1	106001	201;101	71;213						88:talent_ico_730002	1	300022;300003	2400;24000	1
10600107	7	1	106001	101;301	213;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10600108	8	2	106001	301;201;101;2502	2465;142;213;0.03						88:talent_ico_730002	1	417100;300022;300003	18;3600;36000	1
10600109	9	1	106001	201;101	71;213						88:talent_ico_730002	1	300022;300003	2400;24000	1
10600110	10	1	106001	101;301	213;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10600111	11	1	106001	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10600112	12	3	106001				91017	1			88:talent_ico_71106001	1	417200;300022;300003	12;5400;54000	1
10600113	13	1	106001	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10600114	14	1	106001	201;101	114;341						88:talent_ico_730003	1	300022;300003	3600;36000	1
10600115	15	1	106001	101;301	341;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10600116	16	3	106001			10600112	92017	1	91017	1	88:talent_ico_72106001	1	417300;300022;300003	12;9000;90000	1
10600117	17	1	106001	101;301	213;1232						88:talent_ico_730002	1	300022;300003	2400;24000	1
10600118	18	1	106001	301;201	1232;71						88:talent_ico_730002	1	300022;300003	1800;18000	1
10600119	19	1	106001	201;101	71;213						88:talent_ico_730002	1	300022;300003	2400;24000	1
10600120	20	3	106001				91026	1			88:talent_ico_81106001	1	417200;300022;300003	12;5400;54000	1
10600121	21	1	106001	201;101	114;341						88:talent_ico_730003	1	300022;300003	3600;36000	1
10600122	22	1	106001	101;301	341;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10600123	23	1	106001	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10600124	24	2	106001	301;201;101;401	2958;171;256;200						88:talent_ico_730003	1	417200;300022;300003	12;5400;54000	1
10600125	25	1	106001	101;301	341;1972						88:talent_ico_730003	1	300022;300003	3600;36000	1
10600126	26	1	106001	301;201	1972;114						88:talent_ico_730003	1	300022;300003	3600;36000	1
10600127	27	1	106001	201;101	114;341						88:talent_ico_730003	1	300022;300003	3600;36000	1
10600128	28	3	106001			10600120	92026	1	91026	1	88:talent_ico_82106001	1	417300;300022;300003	12;9000;90000	1
10600201	1	1	106002	301;201	975;49						88:talent_ico_720001	1	300022;300003	2000;20000	1
10600202	2	1	106002	201;101	49;113						88:talent_ico_720001	1	300022;300003	2500;25000	1
10600203	3	1	106002	101;301	113;975						88:talent_ico_720001	1	300022;300003	2500;25000	1
10600204	4	2	106002	301;201;101;703	1949;97;113;0.03						88:talent_ico_720001	1	417100;300022;300003	20;5000;50000	1
10600205	5	1	106002	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10600206	6	1	106002	201;101	81;189						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600207	7	1	106002	101;301	189;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600208	8	2	106002	301;201;101;703	3249;162;189;0.05						88:talent_ico_720002	1	417100;300022;300003	30;6000;60000	1
10600209	9	1	106002	201;101	81;189						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600210	10	1	106002	101;301	189;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600211	11	1	106002	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10600212	12	3	106002				93001	1			88:talent_ico_71106002	1	417200;300022;300003	20;9000;90000	1
10600213	13	1	106002	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600214	14	1	106002	201;101	130;302						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600215	15	1	106002	101;301	302;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600216	16	3	106002			10600212	93002	1	93001	1	88:talent_ico_72106002	1	417300;300022;300003	20;15000;150000	1
10600217	17	1	106002	101;301	189;1624						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600218	18	1	106002	301;201	1624;81						88:talent_ico_720002	1	300022;300003	3000;30000	1
10600219	19	1	106002	201;101	81;189						88:talent_ico_720002	1	300022;300003	4000;40000	1
10600220	20	3	106002				91026	1			88:talent_ico_81106002	1	417200;300022;300003	20;9000;90000	1
10600221	21	1	106002	201;101	130;302						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600222	22	1	106002	101;301	302;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600223	23	1	106002	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600224	24	2	106002	301;201;101;703	3899;195;226;0.08						88:talent_ico_720003	1	417200;300022;300003	20;9000;90000	1
10600225	25	1	106002	101;301	302;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600226	26	1	106002	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600227	27	1	106002	201;101	130;302						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600228	28	3	106002			10600220	92026	1	91026	1	88:talent_ico_82106002	1	417300;300022;300003	20;15000;150000	1
10600801	1	1	106008	201;101	45;90						88:talent_ico_710001	1	300022;300003	1600;16000	1
10600802	2	1	106008	101;301	90;1347						88:talent_ico_710001	1	300022;300003	2000;20000	1
10600803	3	1	106008	301;201	1347;45						88:talent_ico_710001	1	300022;300003	2000;20000	1
10600804	4	2	106008	201;101;301;2502	90;180;2695;0.04						88:talent_ico_710001	1	417100;300022;300003	16;4000;40000	1
10600805	5	1	106008	201;101	75;150						88:talent_ico_710002	1	300022;300003	2400;24000	1
10600806	6	1	106008	101;301	150;2246						88:talent_ico_710002	1	300022;300003	3200;32000	1
10600807	7	1	106008	301;201	2246;75						88:talent_ico_710002	1	300022;300003	3200;32000	1
10600808	8	2	106008	201;101;301;401	150;299;4491;200						88:talent_ico_710002	1	417100;300022;300003	24;4800;48000	1
10600809	9	1	106008	101;301	150;2246						88:talent_ico_710002	1	300022;300003	3200;32000	1
10600810	10	1	106008	301;201	2246;75						88:talent_ico_710002	1	300022;300003	3200;32000	1
10600811	11	1	106008	201;101	75;150						88:talent_ico_710002	1	300022;300003	2400;24000	1
10600812	12	3	106008				91106008	1			88:talent_ico_71106008	1	417200;300022;300003	16;7200;72000	1
10600813	13	1	106008	201;101	120;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10600814	14	1	106008	101;301	240;3593						88:talent_ico_710003	1	300022;300003	4800;48000	1
10600815	15	1	106008	301;201	3593;120						88:talent_ico_710003	1	300022;300003	4800;48000	1
10600816	16	3	106008			10600812	92106008	1	91106008	1	88:talent_ico_72106008	1	417300;300022;300003	16;12000;120000	1
10600817	17	1	106008	301;201	2246;75						88:talent_ico_710002	1	300022;300003	3200;32000	1
10600818	18	1	106008	201;101	75;150						88:talent_ico_710002	1	300022;300003	2400;24000	1
10600819	19	1	106008	101;301	150;2246						88:talent_ico_710002	1	300022;300003	3200;32000	1
10600820	20	3	106008				91017	1			88:talent_ico_81106008	1	417200;300022;300003	16;7200;72000	1
10600821	21	1	106008	101;301	240;3593						88:talent_ico_710003	1	300022;300003	4800;48000	1
10600822	22	1	106008	301;201	3593;120						88:talent_ico_710003	1	300022;300003	4800;48000	1
10600823	23	1	106008	201;101	120;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10600824	24	2	106008	201;101;301;2502	180;359;5389;0.06						88:talent_ico_710003	1	417200;300022;300003	16;7200;72000	1
10600825	25	1	106008	301;201	3593;120						88:talent_ico_710003	1	300022;300003	4800;48000	1
10600826	26	1	106008	201;101	120;240						88:talent_ico_710003	1	300022;300003	4800;48000	1
10600827	27	1	106008	101;301	240;3593						88:talent_ico_710003	1	300022;300003	4800;48000	1
10600828	28	3	106008			10600820	92017	1	91017	1	88:talent_ico_82106008	1	417300;300022;300003	16;12000;120000	1
10700801	1	1	107008	301;201	778;45						88:talent_ico_730001	1	300022;300003	1600;16000	1
10700802	2	1	107008	201;101	45;135						88:talent_ico_730001	1	300022;300003	2000;20000	1
