id	moduleId	mark	systemFunction	trigger	condition	completeCondition	preGuideBehavior	eventInfo	eventBehavior	actionInfo	actionBehavior	actionHLParams	postGuideBehavior	moduleQuitFlag	sync	requestPath	isWaitAnimateComplete	dialogPos	dialogLineDirection	dialogType	voice	goods	goodsNum	skip	renderCameraType	particle	status	text	text_zh_TW	text_en_UK	text_ja_JP	text_ko_KR	text_th_TH
1044_2	1044	2	0	1#6573				3#OnlineRewardPopup/Root/Content/Today/ChestList:0:BtnNode/GoodNode/Container:1:0.55:0.55:0	1	3#OnlineRewardPopup/Root/Content/Today/ChestList:0:BtnNode/GoodNode/Container:0:0.55:0.55:0#0	3	0:0:0		0			0		0	0				1	1	0	1						
1044_3	1044	3	0	1#6573				1#OnlineRewardPopup/Root/Content/BtnClose:1:1	2	1#OnlineRewardPopup/Root/Content/BtnClose:1:1#0	3	0:0:0		1			0		0	0				1	1	0	1						
1045_1	1045	1	0	1#103	4#101010;-30;-9#103:15	4#104290				1#UIHomeView/Root/RighPanel/BottomPanel/BtnMainChapter:1:1#0	3	0:28:0	5	1			0		0	0				0	1	0	1						
1046_1	1046	1	0	1#103	4#101180					1#UIHomeView/Root/LeftPanel/BtnAssociation:0.9999999:1#0	3	0:332:0	5	1			0	589.8523;300.4514||0;0	0	2				0	1	0	1	调查官，社群功能开启了，记得常来看看哦！	調查官，社群功能開啟了，記得常來看看哦！	Inspector, the community feature is now unlocked! Take a look!	調査官、「コミュニティ」が解放されました。ぜひ見に来てくださいね。	조사관님, 커뮤니티 기능이 활성화됐습니다. 자주 와서 확인해 보세요!	ฟังก์ชัน [ชุมชน] เปิดแล้วค่ะ
1047_1	1047	1	120015	1#6593	-1000#120015					1#ActivityCrisisContractMain/MainPanel/Right/TitleItem/ImgTitle:1:1#0	3	0:0:0	5	0			0	-299.4878;474.8426||0;0	0	2				1	1	0	1	怪談事件開啓了	怪談事件開啓了	The Files of the Uncanny is now available.	ようこそ、怪談研究会へ。	괴담 사건 기록부가 열렸습니다	อีเวนต์ [แฟ้มเรื่องสยองขวัญ] เปิดแล้วค่ะ
1047_2	1047	2	0	1#6593						1#ActivityCrisisContractMain/MainPanel/Right/List/ChapterList/Viewport/Content:1:1#0	3	28:28:350	5#0	0			0	-299.4878;474.8426||0;0	0	2				1	1	0	1	调查官，欢迎打开<color=#f44eef>【怪谈事件簿】</color>。\n这里是限时开放的关卡，建议优先挑战。\n <size=26><color=#f44eef>时限内通过关卡有额外奖励</color>。</size>	調查官，歡迎打開<color=#f44eef>【怪談事件簿】</color>。\n這裡是限時開放的關卡，建議優先挑戰。\n <size=26><color=#f44eef>時限內通過關卡有額外獎勵</color>。</size>	Inspector, welcome to the <color=#f44eef>[Files of the Uncanny].</color>\nThese are time-limited stages, so make sure to challenge them first.\n<size=26><color=#f44eef>Focus on completing stages within the time limit for extra rewards</color>.</size>	調査官、<color=#f44eef>『怪談事件簿』</color>へようこそ。\nこちらは期限付きステージとなりますので、優先して挑戦することをおすすめします。\n <size=26><color=#f44eef>期限内にステージクリアすると追加ボーナスがもらえます</color>。</size>	조사관님, <color=#f44eef>[괴담 사건 기록부]</color>가 열렸습니다.\n해당 콘텐츠는 기간 한정으로 오픈되는 스테이지로 바로 도전하실 것을 추천합니다.\n <size=26><color=#f44eef>기간 내에 스테이지 클리어 시에 추가 보상을 획득하실 수 있습니다</color>.</size>	คุณผู้ตรวจการค่ะ ยินดีต้อนรับสู่\n<color=#f44eef>[แฟ้มเรื่องสยองขวัญ]</color> ที่นี่เป็นด่านที่เปิด\nให้เล่นแบบจำกัดเวลาค่ะ\n<size=26><color=#f44eef>คำแนะนำ: ให้เริ่มท้าทายก่อน หากผ่าน</color></size>\n<size=26><color=#f44eef>ภายในเวลา จะได้รับรางวัลพิเศษค่ะ</color></size>
1047_3	1047	3	0	1#6593						1#ActivityCrisisContractMain/MainPanel/Left/ImgIllustration:1:1#0	3	0:0:0	5	0			0	-151;301||0;0	0	2				1	1	0	1	这里是长期开放的关卡。\n <size=26><color=#808080>活动期间内完成挑战即可</color>。</size>	這裡是長期開放的關卡。\n <size=26><color=#808080>活動期間內完成挑戰即可</color>。</size>	These are ongoing stages,\n<size=26><color=#808080>so be sure to complete them during the event</color>.</size>	こちらは通常ステージとなります。\n <size=26><color=#808080>イベント期間内に挑戦を完成してくださいね</color>。</size>	해당 스테이지는 상시로 오픈되는 스테이지입니다.\n <size=26><color=#808080>이벤트 기간 내에 도전하시면 됩니다</color>.</size>	นี่คือด่านที่เปิดให้เล่นถาวรค่ะ\n<size=26><color=#808080>เพียงแค่ทำภารกิจให้สำเร็จในช่วงกิจกรรมค่ะ</color></size>
1047_4	1047	4	0	1#6593						1#ActivityCrisisContractMain/MainPanel/Left/BtnTask:1:1#0	3	0:0:0	5	0			0	694.0001;91.00003||0;0	0	2				1	1	0	1	这里是怪谈事件簿相关的【任务】，记得一定要完成	這裡是怪談事件簿相關的【任務】，記得一定要完成	Don't forget the [missions] related to the Files of the Uncanny - make sure to complete them.	こちらは怪談事件簿の「任務」となります。忘れないでくださいね。	해당 미션은 괴담 사건 기록부와 관련된 [미션]이며, 완료하실 것을 추천드립니다.	นี่คือ [ภารกิจ] ของแฟ้มเรื่องสยองขวัญ\nอย่าลืมทำให้ครบด้วยนะคะ
1047_5	1047	5	0	1#6593						1#ActivityCrisisContractMain/MainPanel/Right/List/ChapterList/Viewport/Content:1:1#0	3	28:28:350	5	1			0	12.51227;498.8426||0;0	0	2				1	1	0	1	现在从这里开始挑战吧	現在從這裡開始挑戰吧	Let's start the challenge now.	まずはここから始めましょう	지금 여기서부터 도전해 보세요	ตอนนี้ เริ่มท้าทายจากตรงนี้เลยค่ะ
1048_1	1048	1	4001	1#103	-1000#4001	4#109250	8#117						4	0			0		0	0				0	0	0	1						
1048_2	1048	2	0	1#103				1#UIHomeView/Root/LeftPanel/BtnClub:1:1	2	1#UIHomeView/Root/LeftPanel/BtnClub:1:1#0	3	0:332:0		1			0	489.1224;247.9001||0;0	0	2				0	1	0	1	调查官，<color=#f44eef>【社团】</color>开启了。这里是获得 <color=#f44eef>【战略点】</color> 的重要途径，快来看看吧！	調查官，<color=#f44eef>【社團】</color>開啟了。這裡是獲得 <color=#f44eef>【戰略點】</color> 的重要途徑，快來看看吧！	Inspector, the <color=#f44eef>[Clan]</color> feature is now unlocked. It's a primary source of <color=#f44eef>[Strategy Points]</color>. Check it out!	調査官、<color=#f44eef>ギルド</color>機能が解放されました。<color=#f44eef>戦略Pt</color> の重要な入手方法なので、さっそく確認してみてください。	조사관님 <color=#f44eef>[클럽]</color>이 오픈됐습니다. 여기서 <color=#f44eef>[전략포인트]</color>의 획득처를 확인하실 수 있으니 확인해 보세요!	คุณผู้ตรวจการคะ <color=#f44eef>[ชมรม]</color> เปิดแล้วค่ะ\nคุณสามารถรับ <color=#f44eef>[จุดกลยุทธ์]</color> ได้ที่นี่ค่ะ
1049_1	1049	1	0	1#10004						1#ActivityJapanesePokerChooseDialog/Root/content/Right/Root/Card01/ActivityJapanesePokerCardAddNode/Card/PokerCardNode:0.55:0.55#0	3	0:0:0	5	0			0	-335.6939;68.50001||0;0	0	2				1	1	0	1	<color=#f44eef>4個數字</color>分別對應卡牌<color=#f44eef>4個邊</color>，數字越大越厲害	<color=#f44eef>4個數字</color>分別對應卡牌<color=#f44eef>4個邊</color>，數字越大越厲害	<color=#f44eef>4個數字</color>分別對應卡牌<color=#f44eef>4個邊</color>，數字越大越厲害	カードには<color=#f44eef>4つの数字</color>が上下左右の<color=#f44eef>4つのサイド</color>に書かれている。数字の強さ：1〜9の順番に上がっていき、Aが最高。	각 카드마다 상하좌우로 숫자가 있으며 숫자가 높을수록 유리합니다.	เลข <color=#f44eef>4 ตัว</color> จะตรงกับขอบ <color=#f44eef>4 ด้านของการ์ด</color>\nยิ่งตัวเลขสูงก็จะยิ่งแข็งแกร่งค่ะ
1049_2	1049	2	0	1#10004						2#ActivityJapanesePokerChooseDialog/Root/content/Right/Root/Card01:106.11:-69.46:171.33:76.08:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0	5	0			0	-224.732;-227||0;0	0	2				1	1	0	1	比較<color=#f44eef>臨邊數字</color>大小，數字較大的牌可以讓對方卡牌變色	比較<color=#f44eef>臨邊數字</color>大小，數字較大的牌可以讓對方卡牌變色	比較<color=#f44eef>臨邊數字</color>大小，數字較大的牌可以讓對方卡牌變色	カードを置いた際、<color=#f44eef>隣接しているサイドの数字</color>の大小を比較し、後に置かれるカードの数字の方が強かった場合、相手のカードの色を変えることができる。	인접한 카드와 숫자를 비교하며 상대방보다 숫자가 높으면, 상대방 카드의 색깔이 변경됩니다.	เปรียบเทียบค่า<color=#f44eef>ตัวเลขบนขอบการ์ด</color>\nการ์ดที่มีตัวเลขมากกว่าสามารถทำให้\nการ์ดของฝ่ายตรงข้ามเปลี่ยนสีได้ค่ะ
1049_3	1049	3	0	1#10004				1#ActivityJapanesePokerChooseDialog/Root/content/Right/Root/FontStyleButton1:1:1	1	1#ActivityJapanesePokerChooseDialog/Root/content/Right/Root/FontStyleButton1:1:1#0	3	0:0:0		1			0	-341.032;158.5||0;0	0	2				1	1	0	1	一起來體驗下吧！（失敗或平手不會扣除任何體力）	一起來體驗下吧！（失敗或平手不會扣除任何體力）	一起來體驗下吧！（失敗或平手不會扣除任何體力）	試しにやってみよう！（失敗や引き分けになっても心力が消費されない）	도전하여 플레이해 보세요! (패배 또는 무승부 시 체력 차감 없음)	คุณผู้ตรวจการสามารถลองเล่นได้นะคะ\n(จะไม่เสียพลังงานหากเสมอหรือแพ้ค่ะ)
